y,x,mass,size,ecc,signal,raw_mass,ep,frame,particle
2.560344827586207,44.48275862068966,8184.581694810259,1.392715036327889,0.3490332898361312,1270.0212974705576,224158.0,0.8982573522366913,0,0
59.631578947368425,43.1578947368421,6702.890181094609,1.4067506418768938,0.11556446435147853,917.237603728736,224339.0,0.8828524177926925,0,1
59.51851851851852,24.17283950617284,5715.095838617509,1.6850834320114558,0.30657657268625926,635.0106487352788,224697.0,0.8538880236910322,0,2
49.0599520383693,31.069544364508392,29422.160058067915,1.0083583543281651,0.33759463865792894,7267.344091081523,257695.0,0.2121991280682139,0,3
49.19458375125376,14.743229689067201,140690.13706423843,1.5666407020334316,0.11287030982158795,13758.56405593104,651141.0,0.021304554867668836,0,4
46.03260869565217,55.19565217391305,6491.219964849516,1.2379857412959867,0.2267935550072845,1058.3510812254647,214243.0,20.341668673294993,0,5
40.626506024096386,4.993975903614458,11712.418632228475,1.5347383121389093,0.01907740980961725,1199.4645587221933,245679.0,0.29214457356154216,0,6
37.026633165829146,46.96884422110553,140407.91010924496,1.4955545516915882,0.14239289321756488,14958.028614653233,698794.0,0.01921134457577738,0,7
32.74193548387097,59.91935483870968,4374.517802398587,1.2508061916349222,0.23236626425439053,705.5673874836431,228229.0,0.6450871191459807,0,8
32.75,35.82,7055.6738748364305,1.5588457268119895,0.25913077548695435,846.6808649803717,216354.0,3.6268834699550854,0,9
41.323550724637684,28.610144927536233,194736.5989454855,1.6472418757126863,0.11941174774494931,17427.514470845985,828025.0,0.015169437448202181,0,10
23.8953488372093,55.104651162790695,6067.87953235933,1.5249857033260468,0.2921673758335516,776.1241262320074,222684.0,1.0470406559140917,0,11
28.94745621351126,19.861551292743954,169195.05951857762,1.5133545084425921,0.1328960371941324,17991.9683808329,757928.0,0.017123578073563895,0,12
15.061224489795919,10.173469387755102,6914.560397339702,1.5084794344244912,0.3409410912676099,917.237603728736,231156.0,0.5363908075452796,0,13
17.206341463414635,20.421951219512195,144641.31443414683,1.5713905601991272,0.1369080324737352,14323.017965917954,649498.0,0.021384890728523114,0,14
16.650943396226417,59.490566037735846,7479.014307326616,1.55708968973749,0.4002480283900091,987.7943424771003,237157.0,0.39866732789680764,0,15
8.728971962616821,24.50467289719626,7549.571046074981,1.6263024974106486,0.2865397581692647,776.1241262320074,223633.0,0.9461434513530748,0,16
19.540816326530614,36.89795918367347,6914.560397339702,1.535298947157477,0.26369742233056026,917.237603728736,222692.0,1.0461002416169192,0,17
22.966292134831463,4.168539325842697,6279.549748604423,1.817517754113245,0.2622519771248816,635.0106487352788,238494.0,0.3770955543152413,0,18
17.76439790575916,48.33507853403141,13476.337100937582,1.5803107918864818,0.2666231205972736,1481.6915137156504,242756.0,0.3216201478059921,0,19
37.0,46.78925035360679,145871.6063084849,1.5141949747305639,0.1241687541344592,15405.582184394443,710008.0,0.09591794619280443,1,7
57.22522522522522,31.28828828828829,7634.016171731175,1.3852504895934594,0.01817873117962527,1169.1736479227925,223581.0,-5.614322919745338,1,20
53.166666666666664,47.645833333333336,6602.392364740475,1.5206906325745548,0.06941609315987154,825.2990455925594,216987.0,-3.1069462953682843,1,21
52.108695652173914,23.065217391304348,6327.292682876289,1.4744195615489712,0.2097631511384716,618.9742841944196,222782.0,-5.114216140848555,1,22
51.52513368983957,6.980748663101604,64304.55063575359,1.1917721492025954,0.06233851145125348,12241.935842956298,316588.0,0.540728370769943,1,23
49.271797369702874,14.892839746712129,141194.91171679372,1.5420711523369945,0.0680345230060792,14511.508218335837,639611.0,0.11247350066407884,1,4
44.9625,52.5625,5501.99363728373,1.541103500742244,0.349670393744868,687.7492046604663,216143.0,-2.9389470065162424,1,5
41.6316199376947,28.36993769470405,176613.99575680774,1.6009634949459444,0.1217366518961153,17262.505036977702,778853.0,0.08384802078732334,1,10
36.34920634920635,9.904761904761905,4332.819989360937,1.5118578920369088,0.09019107730672762,618.9742841944196,205524.0,-1.749037405589331,1,24
13.197080291970803,32.64963503649635,9422.164103848387,1.2052197909616102,0.10131873737850115,1650.5980911851188,214383.0,-2.6411397352711568,1,25
23.968879668049794,55.107883817427386,33149.51166463447,1.0594369443266312,0.2972889351324656,7496.466330799081,278037.0,0.9911014277881756,1,11
17.53922967189729,20.376129339039466,144633.65774009604,1.6127759064990796,0.08282596914715863,14098.858695539557,657375.0,0.10777925670246769,1,14
17.310344827586206,60.172413793103445,3988.945387030704,1.299867367239363,0.3064695860891052,687.7492046604663,233286.0,29.89996850629904,1,15
15.96376811594203,11.043478260869566,9490.939024314433,1.4620811056231764,0.13302046515306226,1237.9485683888392,230501.0,-36.67601944568052,1,13
5.01980198019802,46.48514851485149,6946.266967070709,1.4859073968720957,0.3500372700992135,962.8488865246527,222762.0,-5.102838286374327,1,26
4.742857142857143,13.071428571428571,4814.2444326232635,1.625686668105863,0.3729121492528602,550.199363728373,220978.0,-4.2578730213384945,1,27
4.07981220657277,59.97652582159624,29298.11611853586,1.0,0.3314563026453932,7290.141569400942,270469.0,1.1848305784080997,1,28
29.052052785923753,19.8933284457478,187617.9830313752,1.59349392025834,0.1341329224458367,17537.60471884189,804481.0,0.0800960609197069,1,12
38.55813953488372,16.75581395348837,5804.148152591237,1.5737675133406814,0.28954544184070236,674.9009479757252,220871.0,-13.047987547423796,2,29
41.464572960551514,28.401761777096898,176216.63751646187,1.6754015964488567,0.10567946846598429,15657.701993036826,796551.0,0.0633400960585683,2,10
49.32913566113337,14.59988551803091,117905.1956113592,1.5750632591034073,0.14215960809003106,12013.23687396791,567567.0,0.10551293484323379,2,4
51.42342342342342,38.75675675675676,7491.40052253055,1.5910787320341917,0.19171728608508837,877.3712323684429,216740.0,-5.249864380462673,2,30
59.9344262295082,44.049180327868854,4116.895782651924,1.1380166814300723,0.19510886789928217,809.8811375708702,225273.0,22.386935054110932,2,1
57.703513909224014,59.62445095168375,92191.46949348407,1.2250436989845175,0.2557922380975717,16670.053415000413,395931.0,0.21063210953770498,2,31
59.5985401459854,22.094890510948904,9246.142987267436,1.301318814485638,0.06890818529393473,1349.8018959514504,237870.0,2.5522346417740964,2,2
36.358695652173914,3.260869565217391,6209.088721376672,1.3633398887195787,0.3042191128235515,877.3712323684429,234446.0,3.3618431894952656,2,32
56.94117647058823,6.862745098039216,6883.989669352398,1.5339299776947408,0.2053519430860283,944.8613271660154,211546.0,-2.997458992807608,2,33
29.035928143712574,32.91616766467066,11270.845831194612,1.6668662555143574,0.4482904555483955,1012.3514219635879,243100.0,1.8658791914451125,2,34
37.07501090274749,46.81072830353249,154754.7873708338,1.4813861803270094,0.10234640539290271,17209.974173380993,737505.0,0.07061840304615416,2,7
21.97641509433962,45.93396226415094,14307.900097085376,1.8543676133073017,0.3102107931889057,1079.8415167611604,254279.0,1.1848227155022484,2,35
29.0906892382104,19.727126158806932,167442.92519277745,1.6028491359701857,0.1392519625010453,15860.172277429543,742681.0,0.06991416318829335,2,12
4.156626506024097,4.8192771084337345,5601.67786819852,1.4227074138916156,0.20338340002203323,809.8811375708702,220765.0,-12.568926496719834,2,36
4.431818181818182,33.22727272727273,2969.564171093191,1.2522706649050828,0.5031816990576958,607.4108531781527,211306.0,-2.939190273705863,2,37
11.724137931034482,44.46896551724138,9786.063745648016,1.796548414849027,0.20155425093953036,809.8811375708702,243643.0,1.815197566691142,2,38
3.2028985507246377,53.36231884057971,4656.816541032505,1.335143698502964,0.06237231744539783,877.3712323684429,217055.0,-5.500537064416335,2,39
15.97037037037037,35.18518518518518,9111.16279767229,1.3080944580232388,0.05138534460602013,1349.8018959514504,224938.0,28.219033713391585,2,40
17.972602739726028,7.8493150684931505,4926.776920222795,1.6175408360113768,0.03884385285346134,742.3910427732977,216948.0,-5.412746102718294,2,41
17.686363636363637,20.310743801652894,163326.0294101255,1.5522577531555142,0.10700124320307093,16467.583130607694,711877.0,0.07432531834723378,2,14
13.166666666666666,57.8974358974359,5264.227394210657,1.8009968749527978,0.3594326543923056,539.9207583805802,211803.0,-3.0624722329115976,2,42
37.14652501106684,46.793714032757855,148550.02762790024,1.5243341204753984,0.057326647339457464,15453.411461955095,721321.0,0.019012329399613847,3,7
52.5625,25.916666666666668,6312.882980202932,1.4505745987941008,0.2619480452525246,789.1103725253665,224465.0,3.8778171238097427,3,22
52.498993963782695,2.994969818913481,65364.64252418453,1.2031982865264568,0.055333614706565795,12296.969971853629,325670.0,0.09158375971052152,3,43
51.51813471502591,43.95854922279793,12691.525158116312,1.6508751015859042,0.4194967859103569,1446.7023496298386,240175.0,0.5227958720548349,3,44
53.37765957446808,34.212765957446805,12362.729169564076,1.5488499508386104,0.23313175040774806,1446.7023496298386,242553.0,0.4622578888977099,3,45
41.677068214804066,28.422714078374455,181232.3488899925,1.6329561287531613,0.11976533515637422,16768.59541616404,820858.0,0.01585217469722787,3,10
38.131313131313135,4.575757575757576,6510.160573334274,1.626795821996309,0.11910112225729085,657.5919771044721,234140.0,0.7830508150042995,3,32
36.80373831775701,56.44859813084112,7036.234155017852,1.7641285476717055,0.04586164249986944,591.8327793940249,235136.0,0.7236013096905725,3,46
29.24196827978853,19.68442456283042,161701.8671699897,1.6017731126829513,0.12381580943155925,15716.448252796885,733268.0,0.018568046072607314,3,12
49.507423117709436,14.593849416755038,124021.84688190345,1.6410365810808079,0.14094586616159713,11705.137192459604,590750.0,0.02574473143463152,3,4
25.733333333333334,56.86666666666667,4931.939828283541,1.243650540411842,0.056336286822230866,854.8695702358137,214599.0,-1.2797174666092679,3,11
25.857142857142858,5.584415584415584,5063.458223704435,1.7207669688365597,0.47836693342827985,657.5919771044721,226074.0,2.3398842955429537,3,47
21.983622350674374,33.541425818882466,68258.04722344421,1.2049192683163146,0.41070368848467803,12625.765960405864,331380.0,0.08680203990048138,3,48
17.67645788336933,20.43930885529158,152232.5426996853,1.5486355730864965,0.15894859208781023,16111.003439059567,683110.0,0.020587890303968556,3,14
16.16521739130435,41.947826086956525,7562.307736701429,1.8297065576087663,0.18464556041449462,591.8327793940249,238848.0,0.5640144413506538,3,49
15.389473684210525,10.094736842105263,6247.123782492486,1.3298199324087374,0.13170010062685888,920.628767946261,221001.0,-9.34352261614159,3,13
10.013422818791947,52.966442953020135,9798.120458856634,1.3030681398841766,0.10443672393047664,1512.461547340286,231287.0,1.024047766395422,3,50
8.497109826589595,21.13872832369942,11376.341203907368,1.6587480479883623,0.30585000173099014,1183.6655587880498,246954.0,0.38067645519759297,3,51
6.021739130434783,34.971014492753625,9074.769284041715,1.515619163667233,0.16075607307093395,1052.1471633671554,238105.0,0.5900625820931937,3,37
27.12280701754386,44.3859649122807,7496.548538990983,1.4142135623730951,0.03487348431891354,1052.1471633671554,221274.0,-12.776649836206207,3,52
37.1937893081761,46.56407232704402,170335.5073964789,1.5586036324283565,0.13521114179808244,17073.724208373475,775364.0,0.09323296025682769,4,7
40.29203539823009,16.72566371681416,7566.003276651775,1.6985157497687178,0.4442926918733641,870.4251557210007,233135.0,-8.460570754545197,4,29
39.88405797101449,56.92028985507246,9239.897806884468,1.7713500951026846,0.47259314761361126,803.4693745116929,253404.0,3.4823357857063093,4,53
55.653179190751445,4.323699421965317,11583.350149210239,1.6128099917114112,0.3642504068320898,1272.1598429768471,247757.0,5.739557745081404,4,33
49.61415646620543,14.601915912719532,125809.91289228926,1.5964636278208042,0.10078559302019903,12453.77530493124,602259.0,0.13766708141708883,4,4
51.63709677419355,42.03225806451613,8302.516869954161,1.8161462211986659,0.36920551080952085,669.5578120930775,239353.0,162.38523740807364,4,44
52.806451612903224,58.634408602150536,6226.88765246562,1.3989243179356874,0.40507119732690383,937.3809369303084,243401.0,11.479213284024043,4,54
35.891304347826086,3.239130434782609,6159.931871256313,1.5180078478344428,0.3950617235177565,736.5135933023852,227783.0,-4.439910457089644,4,32
41.809813617345,28.248763788512743,176026.74879927005,1.6054301161186013,0.14085080790309842,16404.166396280398,788551.0,0.09099556300736432,4,10
29.380335365853657,19.616234756097562,175691.96989322352,1.6132313051458056,0.08129018564264773,16738.945302326934,774198.0,0.09343609776467325,4,12
17.836557059961315,20.334139264990327,138464.5555408484,1.5243034366942785,0.14087909318796307,14596.360303629088,640059.0,0.12469043561251246,4,14
23.866666666666667,7.033333333333333,8034.693745116929,1.4719601443879744,0.5063209869396527,1071.292499348924,232613.0,-7.773946536031302,4,47
19.553333333333335,47.14,10043.367181396161,1.8366636418607882,0.415843544384726,803.4693745116929,239137.0,543.9453482191407,4,35
20.24581005586592,37.8268156424581,11985.084836466085,1.7922863897249501,0.3441384213021707,1071.292499348924,244493.0,9.178282359212858,4,55
14.839506172839506,58.10493827160494,10846.836555907854,1.6273131684307567,0.21287008613792563,1138.2482805582317,238367.0,-73.74207676635369,4,42
12.766355140186915,4.663551401869158,7164.268589395929,1.6772251226801764,0.2708889146839386,669.5578120930775,227702.0,-4.408205406052439,4,56
9.736263736263737,47.48351648351648,6092.976090047005,1.7000323203133199,0.20266476296927852,669.5578120930775,222632.0,-3.0465103871415953,4,57
6.568627450980392,19.745098039215687,6829.489683349389,1.6148817719123905,0.3056693323687602,1004.3367181396161,228092.0,-4.565165915405826,4,51
5.7875,30.84375,10712.92499348924,1.6601957715883993,0.2808785250207777,1071.292499348924,244224.0,9.655014032712984,4,58
55.729166666666664,30.333333333333332,6427.754996093543,1.689427911059441,0.26154716363526165,736.5135933023852,233429.0,-8.903479395875426,4,20
27.897435897435898,52.217948717948715,5222.550934326004,1.7283458818128643,0.29916891258806527,535.646249674462,232513.0,-7.654934622270178,4,59
59.472,19.632,8369.472651163467,1.3971399357258385,0.16278860685096996,1205.2040617675393,236087.0,-16.90376826091859,4,2
